"State","Condition","Measure Name","Measure ID","Score","Footnote","Measure Start Date","Measure End Date"
"WV","Preventive Care","Immunization for influenza","IMM_2","96","","10/01/2014","03/31/2015"
"WY","Preventive Care","Immunization for influenza","IMM_2","94","","10/01/2014","03/31/2015"
"AK","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","71","","10/01/2014","03/31/2015"
"AL","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","78","","10/01/2014","03/31/2015"
"AR","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","83","","10/01/2014","03/31/2015"
"AS","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","Not Available","5 - Results are not available for this reporting period.","10/01/2014","03/31/2015"
"AZ","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2014","03/31/2015"
"CA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2014","03/31/2015"
"CO","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","97","","10/01/2014","03/31/2015"
"CT","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"DC","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"DE","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2014","03/31/2015"
"FL","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","71","","10/01/2014","03/31/2015"
"GA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"GU","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","66","","10/01/2014","03/31/2015"
"HI","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","73","","10/01/2014","03/31/2015"
"IA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","92","","10/01/2014","03/31/2015"
"ID","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"IL","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2014","03/31/2015"
"IN","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2014","03/31/2015"
"KS","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","93","","10/01/2014","03/31/2015"
"KY","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","77","","10/01/2014","03/31/2015"
"LA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","77","","10/01/2014","03/31/2015"
"MA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2014","03/31/2015"
"MD","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","96","","10/01/2014","03/31/2015"
"ME","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","85","","10/01/2014","03/31/2015"
"MI","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","83","","10/01/2014","03/31/2015"
"MN","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","78","","10/01/2014","03/31/2015"
"MO","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","91","","10/01/2014","03/31/2015"
"MP","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","Not Available","5 - Results are not available for this reporting period.","10/01/2014","03/31/2015"
"MS","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","82","","10/01/2014","03/31/2015"
"MT","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"NC","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"ND","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","90","","10/01/2014","03/31/2015"
"NE","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","91","","10/01/2014","03/31/2015"
"NH","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"NJ","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","69","","10/01/2014","03/31/2015"
"NM","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","81","","10/01/2014","03/31/2015"
"NV","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","71","","10/01/2014","03/31/2015"
"NY","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2014","03/31/2015"
"OH","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2014","03/31/2015"
"OK","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","88","","10/01/2014","03/31/2015"
"OR","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","79","","10/01/2014","03/31/2015"
"PA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"PR","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","36","","10/01/2014","03/31/2015"
"RI","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","92","","10/01/2014","03/31/2015"
"SC","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","86","","10/01/2014","03/31/2015"
"SD","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"TN","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","84","","10/01/2014","03/31/2015"
"TX","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","85","","10/01/2014","03/31/2015"
"UT","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"VA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2014","03/31/2015"
"VI","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","32","","10/01/2014","03/31/2015"
"VT","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","75","","10/01/2014","03/31/2015"
"WA","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2014","03/31/2015"
"WI","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","94","","10/01/2014","03/31/2015"
"WV","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","81","","10/01/2014","03/31/2015"
"WY","Preventive Care","Healthcare workers given influenza vaccination","IMM_3_OP_27_FAC_ADHPCT","87","","10/01/2014","03/31/2015"
"AK","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"AL","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"AR","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","07/01/2014","06/30/2015"
"AS","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"AZ","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"CA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"CO","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","99","","07/01/2014","06/30/2015"
"CT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"DC","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"DE","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"FL","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"GA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"GU","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","64","","07/01/2014","06/30/2015"
"HI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","99","","07/01/2014","06/30/2015"
"IA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"ID","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","99","","07/01/2014","06/30/2015"
"IL","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"IN","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"KS","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","07/01/2014","06/30/2015"
"KY","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"LA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","07/01/2014","06/30/2015"
"MA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"MD","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"ME","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","95","","07/01/2014","06/30/2015"
"MI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"MN","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"MO","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"MP","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","Not Available","5 - Results are not available for this reporting period.","07/01/2014","06/30/2015"
"MS","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","93","","07/01/2014","06/30/2015"
"MT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"NC","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"ND","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"NE","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"NH","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"NJ","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"NM","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"NV","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"NY","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"OH","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"OK","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"OR","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","96","","07/01/2014","06/30/2015"
"PA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"PR","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","73","","07/01/2014","06/30/2015"
"RI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"SC","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","99","","07/01/2014","06/30/2015"
"SD","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","99","","07/01/2014","06/30/2015"
"TN","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"TX","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"UT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"VA","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","98","","07/01/2014","06/30/2015"
"VI","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","97","","07/01/2014","06/30/2015"
"VT","Stroke Care","Venous Thromboembolism (VTE) Prophylaxis","STK_1","94","","07/01/2014","06/30/2015"
