ASC_Name,Provider_ID,NPI,City,State,ZIP_Code,Year,ASC1_Measure_Rate,ASC1_Footnote,ASC2_Measure_Rate,ASC2_Footnote,ASC3_Measure_Rate,ASC3_Footnote,ASC4_Measure_Rate,ASC4_Footnote,ASC5_Measure_Rate,ASC5_Footnote,ASC_1_5_Encounter_Start_Date,ASC_1_5_Encounter_End_Date,ASC6_SSChecklist,ASC6_Footnote,ASC_7_Volume,ASC_7_Gastrointestinal,ASC_7_Eye,ASC_7_Musculoskeletal,ASC_7_Skin,ASC_7_Genitourinary,ASC_7_Multi_System,ASC_7_Nervous_System,ASC_7_Respiratory,ASC7_Footnote,ASC_6_7_Encounter_Start_Date,ASC_6_7_Encounter_End_Date,ASC_8_rate,ASC8_Footnote,ASC_8_Encounter_Date,ASC_9_rate,ASC9_Footnote,ASC_10_rate,ASC10_Footnote,ASC_9_10_Encounter_Start_Date,ASC_9_10_Encounter_End_Date
"Summit Ambulatory Surgical Center, LLC",21C0001341,1184811168,Glen Burnie,MD,21061,2013,0.000,,0.000,,0.000,,1.202,,993.71,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Belvedere Surgery Center,21C0001188,1194763367,Baltimore,MD,21239,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Dr. Brian Kashan, D.P.M., PA, ASC",21C0001175,1194778167,Baltimore,MD,21215,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Center of Bethesda, Inc.",21C0001316,1194853796,Bethesda,MD,20814,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001247,1194913574,Baltimore,MD,21204,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Dr. Richard S Cohen Total Foot Care Inc,21C0001075,1194944926,Greenbelt,MD,20770,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey L Bober Dpm PA ASC,21C0001233,1194999359,Glen Burnie,MD,21061,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Endocentre at Quarterfield Station,21C0001377,1205013273,Glen Burnie,MD,21061,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001168,1205023280,Baltimore,MD,21229,2013,0.000,,0.000,,0.000,,2.418,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Upper Bay Surgery Center, LLC",21C0001466,1215116611,Elkton,MD,21921,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Asc Development Company, LLC",21C0001324,1215185335,Pikesville,MD,21208,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Eastern Shore Endoscopy, LLC",21C0001542,1215287156,Easton,MD,21601,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Friendship Ambulatory Surgery Center,21C0001131,1215967351,Chevy Chase,MD,20815,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Rockville Ambulatory Surgery, LP",21C0001254,1225128424,Rockville,MD,20852,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Galleria Surgery Center LLC,21C0001040,1225221435,Hagerstown,MD,21740,2013,0.000,,0.000,,0.000,,1.582,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"The Center Fo Pain Management Billing, ASC",21C0001458,1225286354,Bowie,MD,20715,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Allegany Ambulatory Surgery Center LLC,21C0001348,1235117052,Cumberland,MD,21502,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Physicians Surgery Center,21C0001482,1235304312,Hagerstown,MD,21740,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Medsurg Foot Center,21C0001146,1235352998,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Midshore Surgical Eye Center,21C0001035,1235354002,Easton,MD,21601,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Surgery Center of Annapolis, LLC",21C0001532,1235416959,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001194,1245427228,Towson,MD,21204,2013,0.000,,0.604,,0.000,,1.207,,997.78,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Capitol Surgical Center LLC,21C0001399,1245529189,Bethesda,MD,20817,2013,0.000,,2.114,,0.000,,0.528,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Surgery Center,21C0001333,1255347050,Prince Frederick,MD,20678,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Carroll County Eye Surgery Center,21C0001394,1255390670,Westminster,MD,21157,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Downtown Baltimore Surgery Center, LLC",21C0001334,1255446910,Baltimore,MD,21230,2013,18.868,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maple Lawn Surgery Center, LLC.",21C0001491,1255577045,Fulton,MD,20759,2013,0.000,,2.494,,0.000,,0.000,,931.03,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Endoscopy Center at Bel Air,21C0001061,1265455463,Towson,MD,21204,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Endoscopy Center at Bel Air,21C0001366,1265455463,Bel Air,MD,21015,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Landover Ambulatory Surgery, LP",21C0001294,1265522478,Largo,MD,20774,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Hanover Parkway Surgery Center, LLC",21C0001492,1275710436,Greenbelt,MD,20770,2013,3.322,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Bay Surgery Centers LLC,21C0001439,1285678979,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Mitchell A Barber Dpm ASC LLC,21C0001231,1285718981,Laurel,MD,20707,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Ambulatory Surgical Center LLC,21C0001134,1285736207,Annapolis,MD,21401,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Newbridge Surgery Center at Prince Frederick, LLC",21C0001517,1285944504,Prince Frederick,MD,20678,2013,0.000,,0.000,,0.000,,2.024,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Timonium Surgery Center, LLC",21C0001498,1295060069,Timonium,MD,21093,2013,0.000,,0.000,,0.000,,3.098,,983.87,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Towson South Surgical Center, LLC",21C0001548,1295089464,Towson,MD,21204,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"St. Mary's Multi-Specialty Surgery Centre, Inc.",21C0001147,1295750594,Great Mills,MD,20634,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Greater Chesapeake Surgery Center,21C0001057,1295775880,Lutherville,MD,21093,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001445,1295923670,Owings Mills,MD,21117,2013,0.000,,0.000,,0.000,,2.449,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Dundalk Ambulatory Surgery Center,21C0001020,1306063177,Baltimore,MD,21222,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Asc Development Company LLC,21C0001530,1306134838,Berwyn Heights,MD,20740,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Delmar Surgical Center LLC,21C0001277,1306924170,Elkton,MD,21921,2013,3.937,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Chevy Chase Endoscopy Center,21C0001251,1316919574,Chevy Chase,MD,20815,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Baltimore Spine Center, LLC",21C0001413,1316962244,Lutherville,MD,21093,2013,0.000,,0.783,,0.000,,0.783,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Bethesda Endoscopy Center, LLC",21C0001171,1316969058,Bethesda,MD,20817,2013,0.000,,0.000,,0.000,,1.689,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Central Maryland Endoscopy LLC,21C0001418,1316976137,Elkridge,MD,21075,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Suburban Outpatient Surgery Center, LLC",21C0001351,1326075250,Bethesda,MD,20817,2013,0.000,,0.000,,0.000,,5.571,,977.44,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
District Heights Ambulatory Surgery Center,21C0001137,1326202086,District Heights,MD,20747,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Howard County Gastrointestinal Diagnostic Center, LLC",21C0001342,1336159284,Columbia,MD,21044,2013,0.000,,0.733,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Palisades Eye Surgery Center,21C0001406,1336255827,Bethesda,MD,20814,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Hamilton Foot Care ASC,21C0001037,1336264985,Baltimore,MD,21214,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Eye Surgery Center of White Marsh, LLC",21C0001374,1336288224,Baltimore,MD,21234,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Laplata Ambulatory Urological Center, L.L.C.",21C0001480,1336310986,La Plata,MD,20646,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Chesapeake Eye Surgery Center, LLC",21C0001358,1346215316,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Baltimore Ambulatory Center,21C0001159,1346270428,Baltimore,MD,21237,2013,0.000,,0.000,,0.000,,0.622,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Podiatry Associates ASC LLC,21C0001013,1346308962,Baltimore,MD,21204,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Podiatry Associates ASC LLC,21C0001014,1346308962,Columbia,MD,21044,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Podiatry Associates ASC LLC,21C0001015,1346308962,Baltimore,MD,21237,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Podiatry Associates ASC LLC,21C0001017,1346308962,Bel Air,MD,21014,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Md Laser Surgery Center, LLC",21C0001546,1346581105,Columbia,MD,21045,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Riverside Ambulatory Surgery Center LLC,21C0001077,1356311419,Salisbury,MD,21801,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Plastic Surgery Center of Southern Maryland, LLC",21C0001533,1356645451,Prince Frederick,MD,20678,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
White Flint Surgery LLC,21C0001317,1366511057,Rockville,MD,20850,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Prince Frederick Surgery Center LLC,21C0001502,1366684326,Prince Frederick,MD,20678,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Frederick Surgical Center, LLC",21C0001039,1376542076,Frederick,MD,21702,2013,0.000,,0.000,,0.000,,0.930,,968.15,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Dulaney Eye Institute, LLC",21C0001161,1376546721,Towson,MD,21208,2013,0.000,,0.000,,0.000,,0.517,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Surgical Specialty Suites, Inc",21C0001361,1376657890,Lutherville,MD,21093,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Carroll County Digestive Disease Center,21C0001245,1386614832,Westminster,MD,21157,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Hoofnagle Urology Center LLC,21C0001441,1386656551,Bel Air,MD,21014,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Chesapeake Surgery Center,21C0001030,1386674091,Salisbury,MD,21804,2013,0.000,,0.000,,0.000,,0.000,,950.98,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The ASC at Waugh Chapel,21C0001512,1386885556,Gambrills,MD,21054,2013,0.000,,0.000,,0.000,,0.000,,750.00,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Bay Surgery Centers - Kent Island,21C0001504,1396076980,Stevensville,MD,21666,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Security Ambulatory Surgi Center, LLC",21C0001357,1396775201,Catonsville,MD,21228,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Adult & Pediatric Urology Surgery Center LLC,21C0001408,1396897351,Baltimore,MD,21229,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Surgcenter of Southern Maryland, LLC",21C0001494,1396919783,Clinton,MD,20735,2013,0.000,,0.000,,0.000,,0.516,,954.55,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Eye Surgery Center,21C0001139,1396983847,Silver Spring,MD,20910,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"The Center for Pain Management, ASC",21C0001440,1407004534,Columbia,MD,21045,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Court Endoscopy Center of Frederick, Inc.",21C0001398,1407829732,Frederick,MD,21702,2013,0.000,,0.000,,0.000,,6.359,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Ambulatory Surgery Center of Bethesda, LLC",21C0001371,1407947112,North Bethesda,MD,20852,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Bayside Surgical Center, Inc.",21C0001167,1407967706,Pasadena,MD,21122,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Endoscopy Center,21C0001024,1417953985,Silver Spring,MD,20906,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Endoscopy Center of North Baltimore,21C0001385,1417987595,Towson,MD,21286,2013,0.746,,0.000,,0.000,,1.493,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Antietam Urosurgical Center, LLC, ASC",21C0001224,1437106846,Hagerstown,MD,21742,2013,0.705,,0.705,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Surgery Center Limited Partnership,21C0001008,1437120953,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.000,,863.64,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Montgomery Surgery Center Limited Partnership,21C0001213,1437120953,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.000,,863.64,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Dimensions Surgery Center,21C0001016,1437162229,Bowie,MD,20716,2013,0.797,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Beltsville Ambulatory Surgery Center, Inc.",21C0001216,1437189354,Beltsville,MD,20705,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Endoscopy Center of Essex, L.L.C.",21C0001447,1437266673,Baltimore,MD,21221,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Drs. Liss & Mirkin, P.A. T/A Foot & Ankle Associates",21C0001081,1447221684,Kensington,MD,20895,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Surgicenter of Baltimore,21C0001045,1447254172,Owings Mills,MD,21117,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Snowden River Surgery Center LLC,21C0001416,1447258603,Ellicott City,MD,21043,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Northern Baltimore Surgery Center, LLC",21C0001187,1447319603,Towson,MD,21204,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Greene Tree Foot Ankle Surgicenter,21C0001419,1447378328,Baltimore,MD,21208,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Maple Spring Podiatric Surgical Center, Inc",21C0001129,1447442876,Gaithersburg,MD,20878,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Advanced Pain Surgery Center LLC,21C0001523,1447580394,Waldorf,MD,20602,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Foot and Ankle Center at The Burkland Medical Center Inc.,21C0001309,1457320962,Silver Spring,MD,20902,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Metropolitan Ambulatory Urologic Institute, L.L.C.",21C0001069,1457465338,Greenbelt,MD,20770,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
33rd St Surgery Center LLC,21C0001384,1467470930,Baltimore,MD,21218,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Windsor Mill Surgery Center, LLC",21C0001545,1467796730,Windsor Mill,MD,21244,2013,0.000,,0.000,,0.000,,21.739,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Summit Ambulatory Surgical Center LLC,21C0001493,1477700516,Havre De Grace,MD,21078,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Quince Orchard Surgery Center, LLC",21C0001486,1477745883,Gaithersburg,MD,20878,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
The Center for Aesthetic Surgery LLC,21C0001007,1487609335,Salisbury,MD,21801,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Harford County Ambulatory Surgery Center,21C0001092,1487695284,Edgewood,MD,21040,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Lakeforest Ambulatory Surgery Center,21C0001136,1487779435,Gaithersburg,MD,20877,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Nathan Wei, MD, PA",21C0001263,1487815635,Frederick,MD,21702,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Laser Surgery Center, Inc",21C0001080,1487889531,Severna Park,MD,21146,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Newbridge Surgery Center at Frederick,21C0001507,1508199720,Frederick,MD,21702,2013,3.247,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Endoscopy Center at Towson, Inc",21C0001061,1508813197,Towson,MD,21204,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"River Reach Outpatient Surgery Center,LLC",21C0001025,1508825829,Severna Park,MD,21146,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Hotchkiss Surgical Center, LLC",21C0001420,1518090406,Waldorf,MD,20602,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001297,1518154517,Baltimore,MD,21218,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Comprehensive Pain Management Center, LTD",21C0001204,1528004330,Rockville,MD,20850,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Maryland Aesthetic and Reconstructive Ambulatory Surgical Center LLC,21C0001296,1528134293,Baltimore,MD,21204,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Mechanicsville Ambulatory Surgery Center, LLC",21C0001402,1528153111,Mechanicsville,MD,20659,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Belmont Surgery Center, L.L.C.",21C0001513,1528386497,Chevy Chase,MD,20815,2013,0.000,,0.000,,0.000,,0.000,,1000.0,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Plastic Surgery Specialists, PC",21C0001026,1538109384,Annapolis,MD,21401,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Plastic Surgery Specialists, PC",21C0001056,1538109384,Severna Park,MD,21146,2013,0.000,,0.000,,0.000,,0.000,,,N/A (1),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Greenbelt Endoscopy Center,LLC",21C0001212,1538116439,Lanham,MD,20706,2013,0.000,,0.000,,0.000,,1.347,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Summit Ambulatory Surgical Center, LLC",21C0001496,1538390539,Bel Air,MD,21015,2013,0.000,,0.000,,0.000,,0.000,,994.71,,01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Simcare ASC LLC,,1538427943,Mount Airy,MD,21771,2013,,N/A (5),,N/A (5),,N/A (5),,N/A (5),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
Azar Eye Surgery Center LLC,21C0001355,1548263619,Salisbury,MD,21804,2013,0.000,,0.000,,0.000,,0.000,,,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
"Dr Samuel D Beitler PA, ASC",21C0001133,1548299613,Glen Burnie,MD,21061,2013,,N/A (1),,N/A (1),,N/A (1),,N/A (1),,N/A (5),01/01/2013,12/31/2013,,,,,,,,,,,,,,,,,,,,,,,
